ObjectID,Exhibitions
10114, 3172
10124,28
10124, 2747
10127,2744
31331,812
10150,2611
10150, 2934
10181,2069
10181, 432
10181, 3391
10184,10
10184, 2513
10184, 2345
10185,880
10191,1993
10191, 187
10191, 2069
10191, 190
10200,631
10202,74
10202, 3225
10203,404
10203, 432
10203, 3179
10210,2071
7681,2513
7903,10
7903, 358
10244,2088
10245,1
10245, 2159
10245, 2561
10245, 2659
10245, 813
10245, 3300
10246,358
10246, 2513
10255,2513
10255, 2930
10259,316
29595,2175
10263,1954
10264,3100
10265,1994
10265, 454
29079,2054
29079, 2513
29079, 2704
10284,13
10284, 1994
10284, 358
10284, 2672
10315,2237
10321,3172
10327,13
10327, 2923
10327, 3012
10339,2620
10339, 3014
10366,350
10382,1994
10384,2507
10400,358
10400, 717
10405,830
10405, 229
10405, 2069
10405, 2297
10405, 2361
10405, 432
10405, 2874
10416,13
10422,13
10422, 74
10422, 963
10422, 2899
10422, 3225
10428,358
10458,2110
10459,961
10459, 2064
10459, 170
10459, 2932
10459, 3089
10459, 3310
10466,631
27248,2682
27486,454
27486, 2003
10477,821
27227,796
27227, 2189
6607,2069
6607, 3500
10480,2237
26264,2054
26264, 2177
26264, 2513
26264, 2704
26264, 2121
26264, 2930
10509,1954
10509, 2227
10509, 2513
10515,908
10515, 2069
10515, 404
10515, 432
10531,2069
10531, 405
10538,170
10553,309
10553, 2089
10553, 2536
10553, 2644
10553, 2237
10553, 2896
10560,244
10566,2069
10566, 432
25539,3318
25539, 2117
25539, 2595
10573,190
10573, 1955
10573, 2113
10573, 2159
10573, 442
10573, 2534
10573, 366
10573, 1993
10573, 814
10584,2164
10584, 2167
10590,1994
10596,34
10602,1954
10602, 2513
10612,563
10613,1958
10633,563
10639,2513
10647,2069
10647, 655
10647, 366
24991,309
10672,316
10672, 3225
10681,2159
10681, 2240
10681, 2639
10681, 2649
10681, 386
10681, 170
10681, 13
10681, 2926
10684,296
10684, 338
10684, 190
10684, 2069
10684, 1993
10690,2513
23540,309
23330,2513
10721,2444
10723,2237
10725,2069
10725, 3500
10734,2069
10734, 432
10734, 2830
21452,454
21452, 2003
10774,2834
10774, 2160
10789,1956
10789, 631
20751,2237
20751, 2513
10803,826
10822,2845
10823,2054
10823, 2513
10823, 2704
10824,2069
10824, 2102
10824, 404
10824, 432
10834,631
10847,821
10850,358
10850, 2699
10878,945
10899,3193
10902,2089
10902, 2672
10913,2064
10933,2114
10985,2513
10990,2159
10990, 2329
10990, 2330
10990, 631
10990, 3020
10990, 2297
10990, 3300
11002,1956
11002, 34
11002, 631
11024,69
11024, 2689
11026,781
11035,296
11035, 338
11035, 2069
11035, 366
11035, 3628
11070,1956
19006,358
11094,2513
11096,1954
11096, 2054
11096, 2227
11096, 2513
11096, 2704
11096, 3390
11121,2064
11124,2167
11124, 2898
11140,1956
11140, 631
11141,1956
11141, 872
11141, 2370
11145,2071
11147,1956
11173,2113
11173, 2159
11173, 813
11173, 3300
11173, 3441
11178,581
11178, 2069
11179,306
11187,2718
18154,812
18154, 2844
11215,2237
11223,358
11223, 2699
11230,215
11232,1956
11232, 631
11236,69
11236, 563
11240,3522
11266,316
11266, 454
15021,10
15021, 358
15234,454
15234, 2003
11281,2706
11281, 3300
11300,2102
11305,1994
11319,3097
11334,1956
11334, 631
14746,796
14687,2844
14687, 812
11346,956
11346, 563
11353,880
11354,3514
11357,1954
11357, 2054
11357, 69
11357, 956
11357, 358
11357, 2227
11357, 2513
11357, 2704
11357, 3423
11368,2266
11375,246
11375, 2752
11380,1994
4405,125
4405, 162
4405, 2831
4405, 2444
4405, 3310
13722,2177
13722, 2121
13455,34
11446,1956
11446, 2069
11446, 438
11446, 190
11446, 631
11446, 872
11446, 906
11446, 1993
11446, 432
11447,1954
11447, 358
11447, 2227
11447, 2513
11452,316
12824,358
11456,2054
11456, 2513
11456, 2704
11459,2987
11461,2164
11462,945
11475,2513
11475, 2237
11475, 3294
12073,2194
11514,2167
11514, 2165
11526,2237
11531,1994
11563,3514
11570,2237
10754,812
9789,454
9907,812
11606,3436
11606, 3605
11620,244
11620, 3556
11624,2834
11624, 2160
11636,2674
11639,13
11639, 2507
11652,2237
11653,2165
11679,2345
11681,2444
11698,2345
11703,2069
11703, 2627
11703, 2706
11703, 3391
11711,2987
11711, 3514
8266,812
11727,2054
11727, 2513
11727, 2547
11727, 2704
11757,956
11759,2513
11774,2069
11774, 3500
11780,821
11783,2672
11791,2054
11791, 358
11791, 2513
11791, 246
11791, 2704
11791, 2752
11803,3663
11808,2726
11813,2164
11815,2514
11819,2089
11819, 2507
11827,1994
11827, 2513
11845,2167
11849,69
11849, 956
11852,945
11857,2641
11857, 2071
11862,246
11862, 2752
11864,2835
11864, 2853
11871,2816
11896,2237
11909,948
11909, 2335
11910,133
11910, 2373
11910, 3035
11915,2513
11915, 3300
11921,2507
11923,3147
11932,2299
11932, 3504
11948,2167
11952,945
11968,666
11969,2603
11977,2873
12000,1979
12037,3300
12046,13
12049,2054
12049, 2513
12049, 2704
12078,2728
12078, 2889
12078, 2984
12096,2160
12096, 2167
12096, 2672
12096, 2728
12096, 13
12103,34
12103, 2847
12107,2514
12110,2069
12115,1954
12115, 2227
12115, 2513
12119,13
12119, 353
12119, 604
12119, 2544
12119, 316
12122,1954
12122, 3447
12139,880
12166,1954
12169,1994
12169, 2513
12169, 956
12173,2069
12173, 432
12173, 3391
12187,2513
12197,2351
12197, 2513
12197, 2696
12197, 3300
12202,2115
12209,2064
12209, 2725
12224,1994
12224, 3702
12236,2237
12238,281
12238, 3580
12240,2644
12240, 3193
12251,2242
12251, 2241
12251, 2267
12251, 2268
12251, 335
12259,1957
12259, 358
12270,2200
12270, 2345
12294,2177
12294, 2121
12306,2513
12323,454
12325,2507
12346,945
12349,442
12349, 2159
12349, 2749
12365,945
12372,3363
12374,275
12382,2071
12384,564
12388,637
12388, 2674
12388, 2517
12437,2161
12437, 2165
12437, 2170
12462,244
12476,2161
12489,2064
12489, 2115
12489, 2691
12499,548
12507,2089
12507, 2237
12507, 2896
12515,2222
12522,3564
12527,1994
12540,2907
12541,2071
12551,2360
12572,2568
12572, 2682
12593,2069
12611,880
12613,2054
12613, 2513
12613, 2704
12621,2335
12624,945
12633,2054
12633, 1954
12633, 2227
12633, 2513
12633, 2704
12644,335
12644, 2587
12644, 3065
12653,1954
12653, 2227
12653, 2513
12674,1980
12674, 2513
12693,3071
12693, 3310
12697,1962
12697, 442
12697, 2060
12697, 2159
12697, 170
12697, 13
12697, 2297
12697, 3300
12708,2071
12713,484
12721,1956
12752,2168
12752, 2170
12752, 2987
12759,2748
12772,680
12776,74
12778,2470
12778, 170
12780,432
12780, 484
12780, 2069
12780, 404
12780, 2706
12787,429
12787, 2069
12787, 2102
12795,3404
12795, 3702
12833,358
12835,2089
12836,275
12838,3300
12854,2444
12855,1956
12855, 34
12855, 631
12870,2237
12892,309
12913,170
12925,1956
12925, 2069
12930,2164
12936,3271
12939,454
12950,2172
12953,2216
12953, 2289
12954,358
12961,2718
12963,454
12963, 13
13025,2083
13025, 2071
13046,335
13056,116
13056, 2660
13056, 3048
13056, 3684
13074,190
13074, 721
13074, 1993
13074, 3628
13089,880
13098,2513
13098, 246
13098, 2718
13098, 2752
13113,358
13114,581
13114, 2069
13114, 195
13127,945
13139,2002
13139, 2470
13155,2054
13155, 2513
13155, 2704
13155, 3038
13202,631
13206,631
13206, 2069
13233,409
13233, 891
13233, 1994
13233, 666
13233, 2398
13233, 2572
13233, 78
13233, 3524
13235,2513
13249,2726
13253,2161
13253, 2164
13253, 2165
13253, 3300
13264,2060
13267,1967
13267, 3066
13267, 2444
13268,358
13268, 2699
13282,2238
13282, 2588
13282, 2744
13282, 13
13283,34
13283, 2159
13283, 13
13283, 3300
13306,1957
13306, 246
13306, 170
13306, 2289
13306, 2752
13325,631
13329,1956
13329, 2069
13329, 631
13345,850
13348,2513
13355,2069
13362,2069
13379,2069
13420,454
13420, 2513
13431,2164
13431, 2165
13431, 2167
13431, 2552
13434,2755
13447,2089
13453,2069
13459,2287
13464,3137
13467,2089
13473,2064
13475,3085
13492,244
13499,631
13499, 1956
13499, 2069
13499, 366
13499, 3300
13517,631
13518,2069
13518, 2706
13532,1994
13532, 2674
13540,338
13540, 2069
13540, 3628
13542,880
13558,1954
13558, 2054
13558, 2227
13558, 2513
13558, 2704
13558, 2128
13567,2513
13568,2514
82317,3423
13595,3009
13603,3334
13620,2178
13620, 2373
13620, 2747
13649,2923
13652,2173
13653,2884
13657,34
13657, 945
13663,2159
13666,2386
13666, 170
13693,146
13693, 656
13693, 948
13693, 316
13694,2069
13699,2089
13701,2237
13734,2164
13743,449
13743, 358
13743, 2054
13743, 2513
13743, 2704
13767,2493
13789,2646
13797,1957
13797, 246
13797, 2752
13800,209
13800, 2289
13800, 2759
13800, 3230
13820,2071
13845,2174
13895,2458
13895, 2747
13900,13
13900, 2674
13900, 2517
13904,1957
13904, 246
13904, 2752
13913,2513
13913, 3135
13924,484
13931,2354
13931, 721
13932,2816
13939,3058
13939, 3214
13949,2054
13949, 2513
13949, 2704
13951,275
13955,2816
13964,2513
13970,2089
13980,2878
13987,296
13987, 2069
13987, 3628
13995,2071
14002,454
14013,3300
14042,2069
14048,2237
14067,2272
14067, 2718
14067, 3193
14067, 3673
14070,3107
14081,1955
14081, 366
14103,2689
14117,13
14146,2001
14146, 2164
14146, 2611
19749,2164
19749, 2167
14166,2353
14166, 2728
14177,2691
14177, 3310
14181,292
14181, 1994
14181, 2584
14204,2060
14204, 2706
14204, 3300
14204, 3391
14216,2165
14223,2238
14225,2054
14225, 2513
14225, 2704
14227,2513
14245,1955
14245, 2159
14245, 631
14245, 170
14245, 366
14245, 2749
14245, 2371
14245, 3300
23626,2834
14256,34
14256, 2895
14271,947
14271, 2255
14271, 2256
14271, 2257
14271, 2258
14271, 2259
14271, 13
14289,2074
14289, 2159
14289, 2674
14289, 2434
14289, 2910
14305,244
14305, 2514
14309,2071
14309, 3456
14310,2062
14323,3316
14327,1954
14327, 956
14327, 2227
14327, 2159
14327, 309
14327, 772
14327, 2513
14327, 2351
14327, 2981
14327, 3300
14336,2184
14336, 2071
14344,244
14344, 3427
14352,2381
14364,2759
14364, 3334
14375,796
82510,3423
14405,1956
14405, 631
14416,2657
14416, 2071
14418,2069
8486,2987
14425,2513
14433,2167
14433, 2164
14435,1972
14435, 721
14446,1957
14475,10
14481,2152
14481, 2170
14481, 2474
14483,380
14498,2367
14498, 2384
14523,2513
14536,2069
14547,948
14559,2237
14567,2069
14570,2513
14574,10
14574, 2237
14584,316
40457,2703
14619,2289
14619, 2752
14623,34
14623, 1994
14623, 948
14623, 2572
14623, 2612
14623, 2674
14623, 13
14623, 3520
37825,2164
37605,558
14639,2102
14639, 3276
14654,2115
14654, 467
14654, 2691
14654, 316
14665,3300
14680,2174
14689,2321
14699,69
14699, 563
14699, 2062
14699, 3423
14719,548
14741,2513
14751,2507
14751, 2513
14756,1956
14756, 906
14764,3272
14769,2064
14769, 386
14776,2069
14795,309
14797,2514
14798,2513
14801,2905
14850,2164
14854,1957
14854, 246
14854, 2752
14857,2054
14857, 2172
14857, 2513
14857, 2704
14857, 3193
14857, 3240
14859,2089
14883,945
14895,2514
14901,2691
14912,34
14912, 2572
14933,2062
14933, 2543
14933, 2689
14933, 3300
14933, 3423
14934,3300
14936,316
14936, 3089
32108,2703
32108, 2344
32108, 2834
14948,2156
14960,2517
14966,1954
14966, 3027
14971,2173
14975,548
14987,581
14987, 195
14987, 2069
15003,2514
15009,2513
15018,2069
15018, 441
15018, 404
15040,2200
15040, 2237
15041,2513
15074,2513
15077,2672
15091,405
15102,2177
15102, 170
15102, 2237
15102, 2121
31989,2180
15111,2507
15128,1956
15128, 631
15128, 2655
15132,386
15138,2237
15143,2177
15143, 2237
15143, 2121
15153,215
15153, 467
15155,2513
15155, 2172
15160,2675
15160, 753
15160, 3427
28499,2160
28499, 484
28499, 432
28499, 2703
28499, 2852
28499, 2961
28499, 3045
15181,2744
15222,2197
15224,2507
15225,2062
15225, 2543
15225, 2689
15225, 2986
15225, 3300
15225, 3423
15269,2675
15286,192
15290,1994
15290, 2674
21891,432
21891, 2703
21891, 525
21891, 3271
15302,246
15302, 2752
15304,631
15304, 2199
15308,1956
15308, 631
15318,709
15318, 2289
15324,34
15324, 2159
15324, 13
15324, 3300
15331,74
15362,2167
15369,1957
15369, 2064
15369, 2289
19824,2160
19824, 2161
19824, 2164
19824, 2167
15392,1954
15392, 2227
15392, 2513
15392, 2682
15392, 3193
15392, 3240
15411,631
15418,3300
15421,2069
15421, 404
15421, 432
15432,2513
15439,2674
15457,2816
15488,2237
15493,945
15494,358
15517,2069
15525,2747
15541,2513
16853,2180
15555,3334
15555, 3300
15557,199
15558,486
15558, 487
15558, 1995
15558, 335
15558, 170
15558, 2527
15558, 2963
15585,2069
15596,2237
15612,2069
15614,2513
15618,170
15624,215
15634,945
15636,454
15642,941
15642, 13
15646,1994
15663,2755
15663, 3381
15663, 3532
15676,2882
15685,2513
15685, 246
15685, 2752
15688,170
15694,2890
15699,1956
15699, 2069
15699, 631
15703,438
15703, 1993
15703, 2069
15703, 190
15703, 3500
15706,2513
15717,2513
15737,2614
15745,275
15756,2675
14285,2160
14285, 2703
15766,358
15766, 2513
15804,13
15804, 209
15804, 475
15809,2674
15810,1993
15810, 187
15810, 484
15810, 2069
15810, 190
15810, 432
15814,2069
15817,2087
15817, 2922
15820,1954
15820, 2054
15820, 2227
15820, 2513
15820, 2704
15828,2514
15828, 3172
15850,2379
15850, 133
15891,2164
15903,2069
15903, 404
15903, 432
15911,2177
15911, 2507
15911, 2121
15925,1956
15944,2069
15944, 404
15944, 432
16002,2164
16002, 2167
16006,753
16014,1958
16014, 246
16018,358
16018, 2513
16032,2444
16061,2506
16061, 2189
16084,2054
16084, 358
16084, 2513
16084, 2704
16102,2691
16123,2525
16136,2114
16172,945
16174,2069
16176,2517
16180,581
16180, 438
16180, 2069
16198,2085
16198, 2634
16198, 2668
16198, 2847
16224,34
16231,2514
16267,1994
16274,1956
16274, 631
16288,6
16288, 728
16288, 2113
16288, 2159
16288, 442
16288, 226
16288, 2213
16288, 2308
16288, 631
16288, 484
16288, 2295
16288, 170
16288, 2992
16288, 3003
16288, 3062
16288, 2297
16288, 3300
16288, 3512
16302,2351
16302, 753
16302, 942
16308,2691
16312,2069
16319,2699
16342,2237
16342, 2952
16344,2102
16366,2237
16367,2069
16374,2071
16377,2033
16383,2002
16384,3147
16386,34
16411,2335
16413,338
16413, 2069
16413, 484
16413, 28
16413, 3628
16415,2513
16422,2656
16422, 2728
16423,3556
16439,2816
16449,244
16450,2603
16465,246
16465, 721
16465, 2752
16467,386
16467, 2289
16467, 3220
16472,358
16473,442
16473, 2113
16473, 2159
16473, 2556
16473, 170
16473, 2749
16473, 13
16473, 316
16473, 2927
16473, 2933
16473, 2983
16473, 2297
16473, 2259
16473, 3300
16480,945
16489,637
16489, 2069
16489, 404
16494,1971
16494, 2017
16494, 2018
16494, 2069
16494, 2300
16494, 2319
16494, 335
16494, 2359
16494, 2392
16494, 2409
16494, 2297
16494, 2439
16494, 2376
16494, 404
16494, 432
16494, 2708
16494, 3008
16532,2237
16539,1994
16541,2383
16541, 2672
16554,2069
16554, 2749
16554, 3271
16585,2297
16586,358
16596,1994
16601,2513
16602,2089
16606,3193
16614,2507
16625,721
16626,244
16631,908
16631, 3300
16637,1956
16638,2513
16642,2089
16642, 2507
16642, 2744
16644,3059
16647,3054
16657,1993
16657, 195
16657, 2069
16657, 489
16657, 190
16657, 441
16660,2513
16663,34
16663, 13
16663, 2744
16671,2054
16671, 2513
16671, 2704
16674,2514
16681,631
16681, 2655
16688,2345
16688, 3193
16689,13
16689, 2289
16689, 316
16689, 2963
16694,532
16696,2507
16696, 2542
16698,10
16699,1956
16699, 2069
16751,1994
16757,948
16785,655
16785, 2069
16787,170
16797,2460
16797, 2461
16797, 2889
16797, 3300
16819,2069
16847,2507
16850,945
16860,945
16868,2237
16873,1955
16873, 2159
16873, 631
16873, 366
16873, 2749
16873, 3300
16876,454
16876, 2115
16876, 3663
16877,1956
16877, 2069
16877, 872
16877, 906
16877, 3191
16898,2513
16907,2054
16907, 2513
16907, 2704
16930,3191
16933,335
16933, 2658
16948,10
16948, 2054
16948, 2513
16948, 2704
16950,170
16950, 2999
16952,1956
16952, 631
16954,581
16954, 2069
16986,602
16986, 2069
16988,353
16988, 335
16988, 316
16990,961
16990, 316
16990, 3310
16991,2089
16991, 2177
16991, 2121
17005,2531
17005, 2626
17005, 3008
17015,2296
17015, 316
17017,1956
17017, 631
17020,941
17020, 13
17022,2121
17026,1993
17026, 637
17026, 438
17026, 2069
17026, 190
17030,6
17030, 2060
17030, 2159
17030, 442
17030, 2506
17030, 2531
17030, 2749
17030, 13
17030, 532
17030, 3001
17030, 3067
17030, 3300
17044,833
17044, 834
17044, 2936
17047,2513
17055,13
17055, 2237
17071,76
17071, 2867
17071, 3564
17072,2069
17078,2172
17081,2237
17086,826
17086, 365
17088,195
17088, 581
17088, 2069
17105,2672
17105, 2924
17106,76
17111,487
17111, 2437
17114,2513
17136,2069
17137,2114
17181,2054
17181, 2513
17181, 2704
17195,2172
17195, 2200
17195, 2345
17195, 3193
17197,13
17197, 2037
17197, 579
17204,631
17209,2173
17220,1955
17220, 2113
17220, 2159
17220, 631
17220, 2297
17220, 335
17220, 366
17220, 2749
17220, 3300
17220, 3352
17221,1956
17221, 631
17251,2204
17251, 908
17251, 3191
17251, 3300
17299,2514
17299, 3172
17310,2071
17312,2069
17312, 3500
17313,1954
17313, 2227
17313, 2513
17313, 2633
17313, 3276
17320,170
17320, 2728
17336,1954
17336, 2054
17336, 2227
17336, 2513
17336, 2704
17342,2115
17343,2718
17344,358
17346,1994
17346, 215
4247,2194
4247, 796
17363,3334
17374,1993
17374, 637
17374, 2069
17374, 190
17374, 404
17374, 432
17374, 2830
17378,2513
17383,631
17394,74
17394, 2513
17394, 3225
17409,2674
17409, 170
17409, 3300
17413,2172
17413, 3193
17414,2152
17414, 484
17414, 2832
17414, 3300
17416,1954
17416, 2227
17416, 2513
17425,1979
17438,2054
17438, 10
17438, 2513
17438, 2704
17453,10
17479,1954
17479, 2227
17479, 2689
17483,2069
17483, 3148
17483, 3628
38732,2200
17493,96
17493, 2012
17493, 213
17493, 2220
17493, 117
17493, 2423
17493, 2289
17493, 2426
17493, 2365
17493, 604
17493, 664
17493, 683
17493, 2115
17493, 3363
17493, 215
17503,906
17503, 2069
17503, 631
17503, 2186
17503, 3300
17511,454
17512,190
17512, 1993
17517,3581
17518,2513
17524,2675
17524, 2984
17538,1979
17549,2159
17549, 602
17549, 2490
17549, 2982
17552,187
17552, 2069
34232,309
34232, 2189
17579,2608
17579, 3390
28296,3693
30765,309
30765, 2237
31874,2177
31874, 2121
17586,148
17586, 358
17586, 2513
17601,306
17601, 796
23971,2726
17607,631
17620,400
17639,329
17639, 2513
17639, 3040
17639, 3581
17652,2285
17658,10
17661,2062
17661, 3423
17664,581
17664, 2069
17667,631
17669,2167
17669, 2164
21910,2189
17687,34
17687, 945
17709,358
17709, 2289
17709, 2699
17880,3315
17880, 1957
17715,3172
14807,2194
16402,309
17729,3193
17729, 3240
10370,2177
10370, 97
10370, 2121
11942,2726
17739,631
17745,2064
7742,2726
17797,2161
17822,1954
17822, 454
17822, 2227
17822, 2513
17845,2237
17847,6
17847, 1955
17847, 2113
17847, 2159
17847, 442
17847, 2473
17847, 2332
17847, 2539
17847, 2538
17847, 366
17847, 2749
17847, 13
17847, 316
17847, 3300
17847, 3607
17863,13
17872,2069
17872, 432
17872, 3061
17873,1957
17873, 386
17873, 3310
17899,2661
17910,602
17910, 2674
17910, 3300
17919,2159
17919, 190
17924,69
17924, 956
17925,2816
17950,2237
17985,1956
17985, 2069
17985, 631
17985, 872
18020,2059
18020, 123
18025,2062
18025, 275
18028,74
18028, 2087
18028, 956
18029,2513
18041,1956
18041, 34
18052,2172
18059,1994
18101,190
18101, 2069
18101, 1993
36873,1958
18110,2172
18116,859
18119,2674
18119, 2517
35105,2344
32841,2054
32841, 1954
32841, 2227
32841, 2513
32841, 2704
18131,2381
18140,1954
18140, 2227
18140, 2513
18140, 3381
18168,2089
18168, 3011
18201,913
18201, 2017
18201, 432
18201, 2069
18201, 637
18201, 2297
18201, 2376
18201, 404
18201, 3008
18216,2064
18216, 2012
18219,1993
18219, 2069
18219, 190
18219, 432
18219, 2706
18219, 3391
18225,1994
18225, 2000
18240,2345
18241,69
18241, 956
18250,13
18275,974
18275, 442
18275, 2297
18275, 3106
18275, 3110
18275, 3300
18278,2517
18298,13
18310,404
18310, 432
18310, 3179
24249,2054
24249, 2513
24249, 2704
22762,2197
18373,2177
18373, 2121
18374,2829
18374, 3089
18402,2069
18416,2644
18416, 3193
18422,2114
18422, 3315
19090,1958
18441,358
18441, 889
18445,2517
18465,2071
18467,2069
18468,2718
18472,3172
18479,1993
18479, 187
18479, 2069
18479, 190
18498,2054
18498, 2513
18498, 2704
16955,956
18537,34
18537, 2200
18537, 13
18569,1956
18569, 631
18572,2172
18572, 2513
18572, 3193
18598,2069
18607,2514
18623,3453
4772,2312
5311,34
5311, 13
1390,34
18632,1954
18632, 2054
18632, 2227
18632, 2513
18632, 2704
18641,2718
18661,244
18666,3012
18666, 3054
18671,2069
39344,2513
39344, 3225
18677,2069
18678,3673
31556,3225
18691,13
18691, 2115
23095,3225
25620,3225
18713,3504
18721,454
18736,945
18737,2071
18127,1954
19220,3225
18743,2172
18773,2069
18773, 432
18777,945
15378,3225
18790,2513
18802,2054
18802, 2513
18802, 2704
18808,2054
18808, 2513
18808, 2704
6912,3225
18829,948
18829, 2159
18829, 2565
18829, 316
18835,850
18862,2160
18862, 484
18862, 2655
18862, 2961
18862, 3271
18862, 3607
18870,1956
18875,1994
18875, 3037
18878,2054
18878, 2513
18878, 2704
18881,948
18881, 170
18881, 3381
18881, 3603
18908,275
18912,2289
18914,2513
18921,1954
18921, 2227
18923,1994
18923, 2192
18946,1979
18950,2382
18952,1993
18952, 438
18952, 432
18952, 2069
18952, 190
18952, 2445
18952, 484
18953,296
18953, 338
18953, 2069
18953, 3628
2667,432
18980,1968
18986,2165
18986, 2167
18986, 3300
19020,2001
19020, 2165
19024,195
19024, 581
19024, 2069
19027,454
19032,2675
19035,2141
19035, 484
19051,2514
19054,3048
19054, 3608
19073,215
19093,2172
19094,1969
19094, 2289
19094, 97
19096,358
19096, 2699
19102,2071
19111,2069
19111, 2708
19112,3100
19117,682
19117, 438
19117, 2069
19122,581
19122, 2069
19128,956
19128, 2406
19134,2071
19136,908
19136, 3179
19136, 3300
19139,306
19149,404
19149, 1993
19149, 637
19149, 2069
19149, 190
19149, 2318
19149, 2391
19149, 432
19149, 2708
19149, 2987
19177,718
19177, 358
19177, 1954
19177, 449
19177, 2054
19177, 2115
19177, 170
19177, 63
19177, 2513
19177, 2704
19201,338
19201, 2069
19201, 3500
19201, 3628
19261,13
19274,358
19274, 2718
19302,2062
19302, 2689
19302, 3300
19302, 3423
19305,2689
91121,3334
19345,3514
19350,97
19356,244
19356, 3427
19363,2089
19363, 2536
19363, 2644
19363, 2237
19363, 3294
19364,961
19364, 2064
19364, 215
19364, 2289
19364, 316
19366,945
19370,2069
19371,631
19378,2054
19378, 2506
19378, 2513
19378, 2704
19384,10
19384, 2172
19384, 2173
19392,2381
19397,454
19397, 2115
19397, 316
19397, 3310
19407,3363
19407, 13
19407, 3586
19434,2160
19434, 2161
19434, 2167
19434, 2905
19449,1954
19456,358
19456, 405
19459,2513
19459, 2689
19473,210
19485,2237
19489,2949
19490,2528
19490, 3005
19497,275
19505,1994
19507,2089
19507, 2507
19510,602
19510, 2534
19510, 3300
19514,34
19514, 2166
19533,2514
19543,1957
19543, 246
19543, 2752
19544,316
19553,2514
19559,2102
19566,1956
19566, 631
19584,2172
19586,956
19586, 3423
91088,3144
91088, 3334
19596,1956
19625,2514
19628,631
19655,2506
19682,246
19682, 2752
19706,1954
19706, 2054
19706, 2227
19706, 2513
19706, 2704
19709,358
19710,386
19728,2629
19732,880
19755,2335
19755, 2560
19755, 13
19759,1955
19759, 2113
19759, 2159
19759, 2286
19759, 366
19759, 2749
19759, 2363
19760,673
19760, 2354
19760, 2952
19760, 3300
19768,631
19768, 2199
19771,2089
19799,2097
19799, 3321
19799, 2071
19806,2179
19806, 2354
19806, 2832
19820,3030
19820, 3673
19826,2064
19855,1956
19855, 2069
19855, 631
19860,2513
19874,2289
19874, 2759
19874, 2827
19883,2036
19883, 2113
19883, 2160
19883, 2393
19883, 13
19883, 3300
19891,415
19900,2513
19929,760
19929, 296
19929, 655
19929, 2069
19929, 338
19929, 432
19929, 366
19929, 3148
19929, 3628
19948,229
19948, 908
19948, 2069
19948, 108
19948, 432
19948, 2830
19955,2002
19955, 3193
19969,2062
19969, 275
19969, 3673
19980,1956
19980, 631
19983,908
19983, 3607
20000,945
20005,3532
20010,948
20024,2507
20024, 3488
20026,3400
20029,1994
20030,246
20030, 2752
20048,215
20062,2513
20073,3131
20077,631
20081,454
20081, 190
20081, 1993
20081, 505
20081, 3018
20089,244
20101,1956
20101, 2199
20101, 906
20101, 631
20103,2069
90578,3231
90572,3231
20127,631
90571,3231
90567,3231
20151,2071
20152,353
20152, 313
20152, 335
20152, 2053
20152, 2901
20152, 3563
20158,2159
20158, 2749
20158, 3233
20158, 3300
20160,2054
20160, 2513
20160, 2704
20166,880
20168,2749
20168, 2297
20168, 2382
20168, 3115
20168, 3116
20168, 3117
20169,956
20181,1994
20181, 2202
20181, 2513
20181, 2289
20181, 13
20181, 3570
20182,10
20182, 2172
20184,2582
20184, 3300
90565,3231
20216,2896
20220,2728
20220, 2908
20220, 2960
20242,2069
20242, 2708
20251,2323
20251, 2468
20251, 3607
20254,2054
20254, 2704
90296,3586
20281,495
20282,2870
20290,2237
20304,2159
20304, 2534
20304, 2749
20304, 316
20304, 814
20304, 3300
20308,2749
20316,2507
20316, 2128
20321,2237
20344,215
20353,2167
20434,1994
90276,3310
20466,1956
20466, 2069
20466, 631
20466, 906
20466, 2186
20477,2744
20489,187
20489, 2069
20490,2367
20490, 2384
20503,2876
20506,2069
20506, 2453
20533,2156
20533, 2167
20554,1994
20557,2942
20557, 3271
20558,2114
20558, 3315
20558, 3581
20563,2513
20572,3172
20579,2164
20579, 2165
20579, 2167
20581,320
20581, 13
20599,6
20599, 2041
20599, 2113
20599, 2159
20599, 442
20599, 2531
20599, 2569
20599, 366
20599, 2749
20599, 316
20599, 2892
20599, 2957
20599, 3047
20599, 2297
20599, 3300
20622,316
20633,215
20675,2071
20676,2237
20676, 3074
20681,2178
20693,2069
20700,2987
20718,2513
20733,34
20733, 2089
20733, 3054
20740,3000
20755,2069
20765,2176
20770,3540
20786,3668
20793,2689
20795,2514
20809,3276
20824,2001
20824, 2164
20824, 2165
20824, 2611
20824, 2851
20824, 2905
20824, 3013
20828,2069
20837,13
20837, 961
20837, 2289
20837, 3089
20837, 3316
20837, 3310
20842,814
20842, 2069
20856,2237
20860,13
20880,2532
20880, 170
20887,2834
20887, 3158
20910,2054
20910, 2513
20910, 2704
20934,2911
20943,320
20943, 170
20943, 3064
20943, 3673
20943, 3668
20944,2237
20944, 2838
20946,2834
20947,1954
20962,316
20966,1994
20966, 2507
20970,34
20970, 1994
20970, 1956
88806,3334
88809,3171
21009,773
21009, 2159
21009, 2482
21009, 2297
21009, 2483
21009, 2484
21009, 2485
21009, 2486
21009, 484
21009, 2580
21009, 2749
21009, 3228
21014,1994
21028,1956
21028, 335
21028, 631
21045,244
21055,2062
21055, 2543
21055, 2689
21055, 2819
21055, 3300
21055, 3423
21057,438
21057, 484
21057, 631
